"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","2","4","2","4","2","3","3","4","3","3","5","3","3","3","3","3","3","3","2","1","5","3","5","2","3","3","4","4","4","5","2","4","1","4","2","5","3","5","4","4","4","4","4","4","1","4","3","5","4","4783","9337","7716","2731","3759","3080","6219","3358","3114","3086","10120","5820","1692","3090","3065","3248","2408","3484","8952","773","262699","8799","10841","5713","21753","4629","8950","3540","1924","3834","4414","7440","20723","4461","5530","6193","3155","3445","1554","6163","7547","2378","11915","11712","2199","3112","3861","6939","1569","3881","2016-09-30 18:33:44","1366","768","8","542","11","1","PH","7.0731","125.6128"
"3","0","3","3","4","4","2","5","2","4","5","1","5","4","5","5","1","4","5","3","2","1","1","5","1","5","1","1","2","5","3","3","4","4","1","4","3","1","4","0","3","1","3","3","3","3","3","3","4","4","14437","0","3364","42892","6480","2706","8309","4597","8936","11541","7185","5692","4010","22179","5732","2708","3721","3504","2477","45603","5822","6040","3503","3844","3295","4030","3353","4248","2170","5283","4647","6050","5772","3753","5186","5014","3433","23317","4149","0","5870","50764","33405","4758","2737","3453","2278","3960","6020","2937","2016-09-30 18:34:15","1366","768","27","427","26","1","CA","43.6425","-79.3872"
"1","4","3","4","4","3","3","5","2","3","4","2","2","3","1","2","2","1","4","2","3","2","5","3","2","3","4","4","3","3","3","2","4","2","3","3","3","3","2","3","2","3","4","3","3","1","4","1","4","3","16378","11179","6297","3937","4130","2793","5221","3769","3904","4258","3094","26975","37062","3388","6763","4589","26221","5750","2923","1465","1203","17392","4903","4598","6371","4547","4063","4842","59670","2997","2174","23256","6032","3278","3615","5270","4885","14117","3577","3304","6767","25697","1685","3766","2929","8291","2714","5959","2675","1618","2016-09-30 18:34:26","375","667","5","430","8","1","US","43.8014","-91.2396"
"3","2","4","3","3","3","4","3","3","2","2","5","2","5","1","1","3","3","1","1","1","3","1","4","2","3","1","3","3","4","2","1","5","1","4","1","3","3","3","4","4","2","4","2","3","1","3","3","4","5","31115","5545","5892","10814","9560","5143","29684","2643","4170","3976","4252","7909","3262","3206","4374","7841","6085","6399","13010","13976","5570","17237","2882","23549","5502","9612","4649","11795","4749","4811","7766","4295","4614","8731","4915","1350","3334","3754","2767","7878","4572","6747","3776","984","4044","4718","7647","9252","2284","1073","2016-09-30 18:36:52","375","667","19","367","15","3","US","38.0","-97.0"
"4","2","2","4","4","2","4","3","5","2","2","3","3","1","3","2","5","5","4","5","2","3","4","4","4","2","3","2","3","3","2","3","4","2","4","1","5","3","2","3","5","2","5","1","4","1","4","5","5","5","11793","4220","5374","3262","7220","4950","8264","7573","1779","3573","4071","5519","2546","4081","3729","3075","2235","3024","4807","9127","5764","5511","2897","4869","3900","2399","4192","6752","2400","3690","2835","3786","4004","4931","6718","6468","2762","2701","3245","4961","3204","9146","2395","4011","4561","3984","2134","1788","3108","1542","2016-09-30 18:37:20","1366","768","8","223","14","1","CA","43.6425","-79.3872"
"1","3","4","2","4","3","5","4","2","2","3","4","3","3","2","2","2","2","2","2","4","4","2","4","2","4","2","4","4","4","3","3","4","3","3","2","3","3","3","4","3","3","2","2","3","4","4","3","4","3","11197","1842","1758","5995","3028","3537","15476","2361","5897","2377","1673","1590","1491","3920","1909","2078","2242","1960","856","1676","3416","1709","1744","1895","3853","2894","9496","1340","2813","2950","2247","6382","2511","1722","2563","2295","4758","1809","3819","3181","1506","1675","2597","2631","2177","3081","2212","2309","3381","2679","2016-09-30 18:38:18","1440","900","2","162","7","2","US","38.0","-97.0"
"4","4","3","4","2","4","2","4","4","4","4","4","5","2","2","4","2","4","4","4","2","2","3","4","2","2","4","4","4","3","4","3","5","4","4","4","4","2","4","4","4","1","4","1","5","1","4","4","5","5","12371","4840","3368","2616","4360","3626","3224","3031","10633","1864","2008","2481","3671","2976","2847","2472","2528","2511","3352","1416","10983","5656","3239","1240","3256","3591","2480","2929","1361","2304","2208","3671","24026","5287","3736","4952","1448","2000","2735","1600","617","5816","968","13873","8640","2864","3152","1416","2144","1096","2016-09-30 18:38:36","1600","900","10","208","9","1","GB","52.6333","-1.1333"
"4","2","2","4","5","1","3","2","5","3","5","1","5","1","1","1","5","5","2","5","3","3","2","4","0","5","3","4","5","4","2","1","5","5","1","2","5","5","1","4","5","2","2","3","4","2","5","5","5","3","2991","5096","6399","5008","856","3128","3408","2344","656","3615","2432","1640","2264","17656","1640","3224","464","912","2528","800","7943","3688","1008","3832","0","848","4520","3904","5960","2056","2360","2608","3408","2615","2152","5353","3160","14328","1696","4456","528","4256","2688","6880","3264","3504","2760","2848","2552","1952","2016-09-30 18:39:09","1280","800","21","175","9","1","AR","-34.6033","-58.3817"
"1","5","4","5","1","5","1","5","2","5","5","5","5","5","4","4","2","1","4","1","1","5","4","5","2","5","4","4","5","4","5","1","5","1","4","1","5","1","5","5","4","1","2","1","4","5","5","4","5","2","4174","1640","1600","2393","1610","1423","2989","1399","1833","1960","1812","1177","948","1700","1564","2043","1220","317","2604","1510","930","2540","1763","1260","1927","1210","2227","1404","1411","1373","1184","2180","1460","1100","2456","2970","155467","3429","1210","1343","1797","2130","1833","2087","2230","5344","1424","1620","660","1290","2016-09-30 18:39:45","1920","1080","2","247","12","1","US","30.1605","-92.0332"
"1","1","3","3","5","1","5","2","1","2","1","2","5","2","4","5","5","4","4","4","1","3","2","4","4","5","5","4","4","4","4","3","4","4","2","2","5","2","3","4","2","1","3","3","4","2","3","1","4","4","29225","4658","5037","9204","2277","2620","7526","6500","4310","5152","4840","14541","3189","7164","3077","2736","3213","9325","2806","1966","683104","12258","7143","4509","3837","2620","6603","10971","4780","7240","10138","1608","4217","3724","4356","5246","4406","8644","2217","4088","7267","7998","8403","2512","5479","3240","6459","6678","4149","3540","2016-09-30 18:41:45","1280","800","8","980","66","1","CA","42.2736","-83.0416"
