"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","1","4","1","5","1","3","1","5","2","3","2","4","4","2","4","2","4","4","3","4","5","2","3","2","4","2","4","2","4","5","3","5","2","4","2","5","3","1","5","5","1","5","1","5","1","5","5","5","5","12382","5419","4945","4433","6398","6086","14852","4066","4535","3871","4535","6684","4367","5749","7764","7782","6783","5350","3483","4600","22968","5399","4788","10887","8316","6865","4499","5668","4299","4033","9820","6868","5651","5998","5835","6703","3717","6249","4317","4250","5095","5649","4918","8587","5585","11253","4069","4834","4347","2897","2017-01-16 03:30:08","375","667","2","320","6","1","AU","-27.0","133.0"
"1","3","2","1","3","3","1","5","1","5","5","4","4","2","4","5","4","4","4","4","2","4","1","4","3","5","2","3","5","4","4","1","5","2","4","1","5","1","4","4","5","2","4","2","4","2","3","3","4","2","7980","3718","4382","5334","8559","7971","5010","3583","10199","4200","2102","2535","3332","6917","3599","8136","5803","2442","2628","3456","10505","2484","3900","4702","6105","3500","4756","4927","8300","6349","3403","4665","3320","10667","8288","6834","1365","5669","4356","3130","3729","6203","4097","12321","3278","3485","3578","4820","3835","2868","2017-01-16 03:30:49","768","1024","36","259","15","1","AU","-34.9269","138.6"
"1","3","4","3","4","1","1","5","1","5","5","2","5","1","4","5","5","3","5","4","1","5","1","5","1","5","1","5","5","5","5","1","5","1","4","1","5","1","5","5","5","1","3","3","3","1","5","5","5","3","7355","3050","4323","943","2801","1760","3016","1225","1424","1112","1552","3878","993","1441","2090","1162","711","1189","841","2024","3294","1825","1365","1544","1857","4355","1959","1671","2058","1464","5616","2488","1560","2000","2137","2357","2329","1849","966","2424","951","5560","3793","2878","1254","5871","1601","2449","1303","715","2017-01-16 03:33:35","1920","1080","33","115","12","17","GB","51.5254","-0.108"
"1","2","2","5","2","2","2","5","1","5","2","4","5","1","4","4","4","4","4","4","2","4","1","5","2","4","2","2","4","3","2","1","4","2","2","2","5","2","2","4","5","1","5","1","4","1","4","5","5","5","3437","5197","2800","1699","4710","1354","5354","2854","5603","2504","1120","2979","1896","2367","1743","2509","2090","3075","9421","1715","2811","2121","1611","1924","8457","2362","2186","4343","2064","4912","4409","3154","3384","2520","2482","6464","2592","2066","3056","3888","2472","2786","1506","2361","3197","1996","1622","2952","4268","694","2017-01-16 03:37:16","1280","1024","19","157","5","1","GB","51.5","-0.13"
"4","2","5","2","5","1","5","2","4","1","1","5","1","5","2","1","1","1","1","1","1","5","2","4","1","3","1","4","3","5","4","1","3","1","3","1","4","2","4","4","4","1","4","1","5","1","5","4","4","4","7789","2047","2113","1783","2657","1883","1511","1716","2027","2716","1766","1443","1784","1704","3880","2246","3380","2097","1904","1586","2736","1996","6505","3064","3710","1860","1773","2857","2023","1867","2004","1897","2376","1516","2302","2137","3147","3507","2123","1994","3494","2067","1519","1923","1920","3490","1580","7180","1890","2480","2017-01-16 03:38:59","1920","1080","10","128","9","1","GB","51.5","-0.13"
"3","1","5","2","5","3","5","2","5","4","1","5","2","1","1","1","1","1","1","1","1","5","1","5","1","5","1","5","5","5","5","1","3","1","5","1","5","1","5","4","3","4","2","1","3","2","4","1","5","3","7277","6027","4533","2179","66085","5101","5774","4265","5204","3743","3526","3259","5620","1990","3698","1985","2885","1936","1968","2706","8175","2988","2586","3264","2802","2679","5005","4868","1962","3005","6279","2786","2420","72311","4512","7531","2584","2639","1682","6204","3898","4629","3245","2707","2535","4813","5472","1681","9216","1982","2017-01-16 03:43:24","1366","768","49","329","16","2","IN","20.0","77.0"
"3","5","3","4","2","2","2","3","4","5","1","4","2","2","2","1","1","1","1","4","2","4","3","4","2","5","3","2","4","4","3","3","2","2","3","2","2","1","2","4","5","4","3","3","4","3","5","5","4","3","7489","2327","2616","3047","2480","3112","4560","13552","5848","3992","4928","5576","2871","3993","3703","4903","3568","2135","6320","2520","8511","3512","1832","3361","4256","3256","5231","7032","2536","4584","4608","5744","3921","3159","6257","6049","5513","4001","2696","2672","3265","7736","4497","6208","3416","3432","4320","2520","3304","1848","2017-01-16 03:44:39","1920","1080","6","220","18","6","SE","59.3667","18.0167"
"4","2","4","4","4","4","4","2","2","2","5","3","5","2","4","4","4","0","4","4","1","4","2","4","2","5","1","4","4","4","2","5","4","4","1","5","2","2","2","4","4","1","2","1","4","2","4","4","4","4","3069","1392","2296","3697","2032","2400","3521","1240","1920","2577","4713","1927","3056","1712","1144","1272","1425","0","1432","1071","3039","3016","1600","3638","1336","1023","1439","2752","2169","1111","1823","1449","1440","2153","1633","4033","1128","1544","2768","1496","1104","5368","1544","3072","6751","1519","760","3071","2416","641","2017-01-16 03:51:25","1366","768","2002","110","4","1","AU","-31.9428","115.8439"
"1","3","1","5","5","1","1","5","1","1","1","5","2","1","3","1","1","1","1","5","5","5","3","3","1","1","3","5","5","5","1","1","4","1","5","1","1","1","5","1","1","1","5","1","3","1","1","1","5","3","6629","6019","3523","2664","5853","4726","3196","4728","3186","8343","4000","10810","5027","3600","4335","3464","5764","3155","3394","6916","9488","6807","5784","4348","3914","10656","6034","2138","6355","3789","9889","4054","7030","4639","13811","5958","5700","3453","13762","5618","4601","3942","6542","2916","6542","2365","10114","3804","2783","1878","2017-01-16 03:51:45","1366","768","64","280","15","1","IN","12.9833","77.5833"
"1","3","3","4","3","4","3","4","3","5","4","4","4","3","4","5","4","4","4","2","5","0","2","5","3","4","2","4","4","3","4","1","4","2","4","2","5","3","5","3","3","3","3","3","2","3","3","2","4","2","6095","2225","3145","2066","3535","1397","5356","3084","4407","3321","3657","3496","1117","3436","1089","5127","2385","6074","1111","4669","4050","0","3481","1818","2934","1956","6125","1165","1327","6411","1686","6477","2809","1838","4038","3069","2269","3071","3646","1148","4996","7857","4622","3740","2484","2897","5312","6494","1906","1543","2017-01-16 03:53:04","1680","1050","20","169","14","9","IE","53.4228","-7.9372"
