"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"1","5","3","4","1","5","1","4","1","1","3","3","4","4","4","3","2","3","4","3","3","4","2","4","2","3","2","2","2","3","3","1","5","2","3","1","3","2","5","3","3","3","4","2","3","1","3","2","4","3","27592","1614","565","6081","4982","8632","6015","22788","10128","11990","1652","6289","7129","18906","16791","11060","6497","3914","13912","6152","29318","11079","9229","4662","14444","1050","7395","13642","4247","4782","9461","16017","8329","4749","8195","6962","7530","15776","11243","26186","10345","14410","9829","10311","2630","1184","3417","7597","45880","5823","2017-07-30 22:38:52","1366","768","9","520","23","1","PH","10.8742","125.0025"
"1","4","1","4","1","1","1","5","3","5","3","4","3","3","3","3","3","3","4","1","1","2","1","5","1","5","5","3","4","4","2","4","5","1","1","5","1","2","2","3","4","1","5","2","5","1","5","3","3","5","12324","5728","7849","4912","7494","5808","9696","3920","10240","6559","6456","4312","8576","5552","8919","6952","4480","4208","3320","6472","5968","9888","4999","9367","10464","8456","3992","16072","2544","5345","8136","13007","5136","4637","3584","4725","4024","9940","6824","4509","8104","7048","3304","4610","2345","4008","3072","12800","6904","2648","2017-07-30 22:38:57","1366","768","666","332","22","1","IN","18.975","72.8258"
"1","5","2","5","3","4","3","5","2","5","5","5","5","4","4","5","3","2","4","2","1","4","2","5","1","5","1","0","5","2","3","5","3","5","1","5","4","3","3","3","5","2","5","2","3","1","5","5","5","5","7078","1357","2493","3579","3639","1955","3849","1368","1320","1356","2419","1808","2796","51941","1941","2529","8100","3335","4723","1477","1710","1710","1466","1088","6812","1344","2247","0","2015","4091","2748","3361","4479","1308","3348","6732","4117","8342","2565","4109","1295","3158","881","3503","1515","2332","1881","3457","2895","1821","2017-07-30 22:39:50","1366","768","7","196","9","1","US","38.0","-97.0"
"1","2","2","4","1","1","1","2","4","5","3","2","4","1","2","4","4","4","4","5","3","4","4","2","2","1","1","2","2","1","2","1","3","4","2","4","5","4","1","3","2","1","5","1","3","1","2","2","5","4","4919","2858","5293","4837","4740","4002","3984","2951","4483","2853","2505","2473","3302","4314","4472","4233","3792","3016","3235","16662","3728","2998","4222","5303","4315","2713","3504","4771","4012","4459","3478","4341","6469","4294","3430","4334","3354","2675","3105","4933","3546","4980","4632","3007","2684","4036","3291","1608","3707","2579","2017-07-30 22:46:14","1440","900","2","204","7","1","US","32.9656","-117.127"
"4","3","3","4","4","4","2","2","4","4","4","4","2","3","4","3","3","3","4","2","2","4","3","4","2","4","3","4","4","4","4","4","4","2","1","2","4","3","4","4","5","1","4","1","4","1","5","5","5","4","2447","3613","2138","880","1388","1236","1647","1403","1242","1058","1147","1447","3420","3992","1342","2000","1648","1470","915","1039","4807","1245","1553","1388","2618","891","3315","1673","2666","1245","1519","1200","2223","1354","2078","2246","1259","1772","1609","1871","5721","1446","3339","1746","1089","1121","3168","1486","1460","1160","2017-07-30 22:48:40","1440","900","12","98","7","1","AU","-31.9428","115.8439"
"1","3","3","4","4","2","1","5","3","4","2","2","4","1","3","4","4","4","4","4","2","2","2","4","2","4","2","4","4","3","2","5","2","3","1","5","3","4","2","3","3","2","2","2","2","4","4","1","2","2","39183","6220","2308","2134","3236","3930","5353","3819","3991","5041","4933","3893","3685","3004","45250","2231","1844","2994","3165","1526","2547","4455","3073","2239","2523","3825","2223","2839","3028","3216","1821","4075","3813","3522","2026","2844","24967","2899","2313","1792","2859","3969","4151","3193","2414281","2764","3114","2472","2252","1971","2017-07-30 22:49:50","1536","864","39","2673","13","3","PH","14.5833","120.9667"
"1","5","2","5","1","5","1","5","2","5","3","4","4","3","2","2","1","1","1","3","1","2","1","4","2","4","1","3","3","4","3","4","4","2","2","2","4","1","2","4","3","1","2","3","4","4","4","2","3","3","3557","2714","3887","3194","2148","2548","3751","2335","12420","3847","17214","2899","3068","6016","8701","7342","3613","3340","2363","3555","2625","6211","2560","1795","6895","3995","4080","7116","4923","2196","5606","4376","3329","2315","7489","15165","4354","3544","2870","5516","5705","3085","2029","3085","7764","7070","4198","4061","5184","2049","2017-07-30 22:51:16","1366","768","6","241","9","1","US","47.5404","-122.6363"
"1","3","2","4","1","4","1","5","1","5","1","5","1","1","1","1","1","1","1","5","1","2","1","4","3","1","4","3","4","3","1","5","1","4","2","5","2","3","2","2","5","1","4","1","4","1","4","4","5","3","22356","2085","2943","1924","1399","3302","2374","2874","35728","2362","1292","2073","2459","2412","1790","2250","10295","1627","2509","2466","2106","5612","3133","1495","4157","1922","3084","4075","2470","2959","1652","3087","5847","1722","2246","2530","1993","6029","2870","2970","1923","2229","1633","12689","2413","2189","1660","3163","2519","5544","2017-07-30 22:51:52","1366","768","17","206","7","1","US","37.7139","-97.1364"
"3","5","3","3","3","3","3","1","3","3","5","3","5","3","5","3","3","3","3","3","5","5","3","5","3","3","3","3","3","3","3","1","5","1","5","1","5","1","5","4","3","3","5","3","5","1","5","3","5","4","11639","5128","5728","7864","2911","3240","4624","5808","6680","10361","15424","6384","2704","28264","4296","6872","3456","3831","2528","4897","16945","3328","3905","3249","5264","4064","19897","4889","6328","4567","3967","6576","5543","7240","11048","4384","6247","17160","2105","4248","2776","4640","19640","3297","2391","5096","3695","2968","8857","3007","2017-07-30 22:53:20","1680","1050","5","341","14","1","PH","14.5833","120.9667"
"1","3","2","5","2","3","1","5","2","5","4","5","5","2","5","2","1","1","4","2","1","5","1","5","1","5","1","2","5","5","1","5","5","5","1","5","2","2","1","5","5","1","5","1","5","1","5","5","5","5","8449","5768","2466","3402","1415","3265","2133","2295","1808","1456","1901","1796","2762","1892","3066","2752","2802","1601","2391","1406","2696","2367","3105","1964","2651","1143","1597","2160","2666","1653","1980","2332","1626","1258","1665","2165","1490","2055","907","2031","1772","1835","1353","2177","5097","2163","1079","1417","1303","934","2017-07-30 22:55:49","720","1280","480","115","11","1","US","34.147","-118.1392"
