"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"4","4","2","2","4","3","4","4","3","3","5","2","4","3","4","4","4","2","4","3","3","2","3","2","2","5","4","4","4","3","3","5","2","4","3","3","4","4","5","3","3","2","4","4","4","4","3","2","4","5","6903","1879","13700","3692","1695","4024","2394","3907","5088","3891","2344","3408","2379","5986","1994","1894","3226","2860","2493","1354","4588","6568","3194","2144","2111","3075","4922","4125","5520","3125","2395","4556","4006","2760","5887","4259","1880","4621","2213","3950","2045","4490","1928","2544","1780","1945","3574","4289","3792","3408","2017-10-22 08:06:22","1280","800","25","184","20","1","US","41.8137","-71.3701"
"2","3","3","3","3","3","2","4","4","3","2","4","3","1","3","3","3","1","4","2","3","2","3","5","5","3","3","3","5","4","5","2","5","2","2","2","3","3","5","3","5","1","5","1","5","1","5","4","5","5","13242","2450","3880","3105","1972","1666","2933","2038","1963","1495","4826","3151","2194","2906","1460","1834","1402","2266","2775","3130","3269","7045","2942","2984","7897","2051","2798","4562","3272","2319","3086","3804","2416","2298","5310","3221","1696","2088","1296","2050","4130","3223","2550","2971","1912","1782","3899","2139","3250","1289","2017-10-22 08:12:14","1366","768","9","156","10","1","US","41.6969","-71.5219"
"3","5","3","4","3","4","1","5","1","5","2","3","2","2","4","4","3","1","3","3","5","3","1","5","1","5","2","5","5","5","3","1","5","1","2","4","4","3","5","3","3","3","5","3","4","4","4","3","5","3","6584","5297","2807","3248","3095","5824","5497","4208","2800","2512","3528","4888","3335","3713","5391","6288","3640","3168","2553","1528","3847","2511","2576","3880","3121","2601","2096","9712","2888","3264","5552","4616","2137","4007","5321","6599","2280","4704","2320","2624","2160","4593","3241","3240","4000","2792","4104","2456","2944","2368","2017-10-22 08:12:38","1920","1080","1","190","10","2","US","40.7699","-72.9994"
"4","1","4","2","4","1","4","1","5","2","4","4","4","2","4","3","5","3","3","3","3","5","3","4","1","4","2","5","4","4","1","5","3","5","1","3","5","3","4","3","2","4","2","3","4","4","3","2","3","2","4540","3222","1989","2283","2120","4810","2600","1886","2216","2894","2426","2992","1989","5440","1606","1965","3795","1180","2177","2351","2690","2446","2306","1983","2359","3959","2815","2761","4370","2247","4649","2686","2309","1563","2595","4370","1972","2742","2878","2345","1635","2845","2079","3108","1915","3230","2700","1608","1701","1418","2017-10-22 08:18:06","1280","720","17","135","8","1","US","40.049","-78.0269"
"2","4","2","4","2","4","1","4","2","1","4","2","4","3","4","4","2","3","4","3","3","2","1","3","3","4","4","3","3","2","4","1","5","1","4","1","5","1","5","3","1","3","3","3","2","4","4","4","4","2","18393","7919","6492","8539","11861","4935","4357","5297","6568","4173","12822","5736","2969","2954","12998","3600","5762","3357","3030","2383","7001","8290","3833","3754","17005","4288","7553","5799","4780","5115","5309","11879","6203","4021","6754","4459","4641","5236","2254","5367","5198","4672","3389","2786","16757","3289","9042","3148","10032","3199","2017-10-22 08:22:15","360","640","473","329","20","1","IN","20.0","77.0"
"3","3","3","4","2","3","1","5","1","4","5","2","4","3","4","3","4","3","5","3","2","4","3","5","3","3","2","4","3","3","4","4","3","3","2","5","3","3","4","3","1","3","4","3","2","2","3","2","3","3","29466","3088","2272","4191","1792","3071","4256","3936","4407","3256","2192","2312","1808","3752","1512","2832","4096","3456","3271","3231","4033","3551","4671","4168","4352","2160","8351","4344","4144","2352","8086","4616","2096","3152","2728","6872","1408","2264","2784","6040","3144","3808","4688","3127","3952","8111","7599","2360","2336","1008","2017-10-22 08:27:50","1680","1050","3","220","19","4","GB","52.4667","-1.9167"
"2","3","3","4","2","4","2","5","3","3","5","3","5","3","3","3","3","3","4","3","4","4","3","4","4","3","2","4","4","4","3","4","3","2","2","3","4","3","4","3","4","4","4","3","4","2","4","4","4","3","13290","8713","2434","2776","10067","3485","5103","2949","4406","5065","2817","6354","2554","2651","4268","6412","5815","2915","3341","3144","5109","5252","3284","2685","3839","3451","6993","4491","3898","3458","4403","4576","3417","4736","3121","4120","12118","4664","3586","3278","1318","5221","3590","6305","2836","6739","4325","3021","3179","13780","2017-10-22 08:29:33","375","667","44","242","16","1","US","36.077","-87.3878"
"1","4","3","5","4","3","2","4","4","5","3","2","3","1","4","3","2","4","3","4","1","5","2","5","2","4","2","4","5","2","4","4","4","2","1","4","4","5","4","3","4","1","4","1","3","2","4","5","5","5","4455","1989","5279","12809","5303","6071","5740","3220","5725","3256","11424","6075","960","24020","6507","2604","5656","4046","3235","2539","19322","4680","3876","2612","4081","7568","3588","4168","2255","5359","8395","11643","10819","4020","3980","5389","2860","11843","4496","12901","2284","3557","6228","3524","3853","4264","4440","5354","3205","2732","2017-10-22 08:30:16","1366","768","6","296","22","1","ES","40.4","-3.6833"
"3","2","4","3","3","2","2","4","2","4","2","4","4","4","3","2","2","1","2","2","2","4","2","4","2","3","2","3","4","4","3","4","4","2","2","3","3","2","3","3","4","1","3","2","4","3","4","4","4","4","7933","2165","5397","2743","5557","2189","5046","1340","3214","4355","4010","2007","4069","3249","4695","6083","3368","2064","1654","1682","4823","2494","3234","3327","1300","5137","5709","4188","2039","1730","3071","3927","2487","2512","1990","5555","3385","1816","4248","3324","2924","5778","2636","4755","1947","4425","3034","2739","2330","3859","2017-10-22 08:32:31","1280","800","95","174","9","1","US","39.3958","-101.0524"
"4","2","3","3","2","3","2","4","3","5","4","3","3","3","4","2","3","3","3","2","1","5","1","4","1","5","1","2","3","5","4","1","2","1","4","1","4","2","5","3","5","3","3","3","4","4","3","4","4","5","6087","2700","2501","1935","2070","1817","3420","1634","1899","2536","1701","1542","2735","2300","1835","2485","2684","6820","3535","2281","2556","2117","1701","2484","2116","2018","1949","6670","2251","1501","3435","4202","2268","2602","3466","3151","1451","2516","2018","3216","2486","2567","1352","2251","1401","2164","2151","1769","2334","1183","2017-10-22 08:36:53","1280","800","13","130","9","2","US","38.0","-97.0"
