"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"2","5","2","5","2","4","1","5","1","5","3","2","4","2","2","3","5","5","4","4","4","5","2","4","2","4","1","4","4","4","5","2","5","2","4","2","5","2","5","5","4","2","5","1","4","2","4","4","5","4","17268","4128","6906","3442","2579","2366","6263","4333","6595","2213","9672","7519","2598","16895","9230","7200","3273","7287","10225","2783","12571","8101","4546","3342","3639","1407","5063","4020","4063","7106","10819","28559","2853","4495","4832","6332","2051","14632","5035","16296","5073","5294","2553","3667","5075","4383","3321","2060","3603","2164","2018-05-26 05:39:30","1920","1080","8997","323","21","1","SE","59.3294","18.0686"
"4","2","3","3","2","2","3","3","2","4","4","3","5","1","4","4","4","4","4","5","4","4","3","3","3","3","3","2","3","2","4","4","2","4","2","4","2","2","2","5","4","2","4","1","4","2","3","3","4","5","2158","4923","4804","1155","3563","1268","1407","7376","1990","1325","951","1000","1870","1282","1864","1020","1283","2487","5206","984","1601","871","2218","1235","816","1211","4052","13099","2182","3599","4642","3501","2040","1429","3101","4229","2542","8402","1716","12720","2664","2571","1402","1672","651","17553","2352","4044","531","5597","2018-05-26 05:43:55","1280","720","690","165","4","1","SG","1.2931","103.8558"
"3","1","5","1","5","1","5","2","4","1","4","4","4","2","4","4","1","2","4","3","1","5","2","5","1","5","1","5","4","4","4","2","4","1","4","2","4","1","4","3","4","1","5","1","5","1","4","3","5","5","5571","4178","2328","4875","1570","2944","4050","985","3203","2071","2585","4682","1761","3016","5506","6785","6746","4252","5917","2222","3430","2713","5305","2169","2258","2630","2501","3772","2850","4782","6124","3956","2626","3290","2643","3461","2106","4096","5342","8279","2630","3504","3573","5492","1628","1593","5145","3502","4231","5120","2018-05-26 05:44:14","834","1112","16","187","7","2","US","26.0112","-80.1495"
"1","2","3","3","4","3","3","2","3","4","3","3","4","3","3","3","3","2","2","3","3","3","1","5","3","3","3","3","4","4","5","1","5","1","5","1","4","3","3","4","3","3","3","2","4","3","4","3","3","4","6428","10585","3145","6912","5839","3100","1855","8989","15359","3941","3229","5742","1939","2304","6281","2347","6297","2097","4663","3790","6969","5290","2050","4749","4246","3613","9032","8228","2050","2866","23561","6336","17522","5277","7745","2492","18308","7811","7997","3452","2063","6188","3076","4607","4232","3687","1843","4352","8254","13703","2018-05-26 05:46:28","1188","668","68","365","36","1","PH","14.5501","121.036"
"2","4","3","4","2","2","2","2","3","4","5","2","4","2","4","4","4","4","4","3","5","4","2","5","1","4","2","4","5","4","4","3","4","3","4","2","4","2","4","4","4","4","4","2","4","1","4","4","3","0","9243","3669","2736","2962","5184","7672","5180","8280","3190","11990","2984","3352","2101","8478","3004","3192","3434","2944","1110","3265","10455","6085","5153","2705","4498","970","4114","5368","3196","3282","6430","5940","5066","3453","19141","6049","4364","5688","6503","19662","3861","7677","3876","4548","4027","5205","3825","4445","36192","0","2018-05-26 05:46:45","1920","1080","16","300","21","1","IR","35.5729","53.3971"
"4","1","5","3","5","1","3","5","1","1","1","5","1","5","1","4","1","1","1","1","1","4","1","5","1","5","1","5","4","5","4","1","5","1","4","1","5","1","5","5","4","1","3","1","4","1","4","3","5","4","4469","3317","2864","9380","650","3885","3297","5632","4245","4268","3722","3588","2342","4180","2182","2354","2688","3030","4497","2596","4490","4289","2334","6094","5802","1457","6837","2483","3727","3097","2315","3899","2340","1750","2652","3240","1653","9436","3367","3819","2079","4292","2972","6419","2938","2839","3925","4759","3394","1915","2018-05-26 05:46:51","1366","768","4","192","23","2","US","38.0","-97.0"
"1","5","1","5","2","2","1","5","1","5","5","2","4","1","5","3","4","4","3","5","2","4","2","4","4","4","2","4","4","2","1","5","5","5","1","5","2","4","1","2","1","4","4","2","4","4","4","3","5","3","4336","2062","3336","7754","4437","3945","3865","3362","2781","2122","2662","5391","3306","4842","1437","7019","1950","1235","6240","2593","2876","9178","2218","2505","25823","2813","2956","6687","2405","2585","3044","2832","4204","7570","12676","4070","2992","13561","2167","6566","2686","3785","1962","6442","1934","4884","5039","5918","3758","2688","2018-05-26 05:49:01","1366","768","5","235","19","1","RO","46.0","25.0"
"1","3","3","4","4","2","3","5","1","4","4","4","4","5","2","1","2","2","2","1","1","4","4","4","3","4","1","4","4","4","4","4","5","1","5","2","5","1","5","5","5","1","2","2","4","2","5","5","4","4","7356","3489","1168","900","867","1748","3935","1414","14444","2261","1750","24199","6158","1716","18101","28731","14017","3502","2799","985","4049","2288","18897","1209","8704","1380","5219","2484","4034","2180","1955","7040","1785","2125","2930","5492","7277","6775","1355","2300","1800","14975","4235","4638","1334","8971","8259","7513","2160","1568","2018-05-26 05:50:27","1440","900","13","287","9","2","AU","-34.9269","138.6"
"3","2","2","4","3","2","2","3","3","4","5","3","5","1","4","5","5","5","5","5","2","5","5","4","2","4","2","4","5","3","3","4","4","5","3","3","4","3","3","2","5","2","4","2","4","2","3","5","5","4","3306","12176","11840","7779","6590","1686","2437","2818","16160","2624","2391","27749","2881","3363","3017","3199","2600","2056","529","1467","4146","5883","6737","2874","4348","2157","2786","5526","3627","4835","13002","10650","3145","1473","22245","5333","4492","6881","3222","2817","2813","3739","2421","4227","11774","2399","1803","1571","52567","1226","2018-05-26 05:50:55","1440","900","67","320","19","2","AU","-34.9269","138.6"
"3","4","2","2","4","2","1","3","2","5","4","5","5","1","4","5","2","2","2","1","3","5","4","5","4","5","4","4","3","3","5","1","3","1","2","1","5","4","4","4","3","4","4","4","3","2","2","2","4","2","64267","8817","11044","13509","15753","6050","16980","28050","4533","20939","24655","5228","2898","45043","19136","15161","7421","22404","27702","13535","1350","5961","11811","4477","3122","5777","7799","20609","12108","20774","3734","67932","3398","14045","22134","39436","10912","29179","2433","10427","24615","16280","23695","24857","4712","4347","23489","51405","6986","5169","2018-05-26 05:52:22","414","736","151","860","66","1","ID","-6.175","106.8286"
"4","2","4","3","4","2","4","4","2","2","3","2","4","3","3","3","3","3","3","2","1","2","1","4","2","5","1","5","5","5","5","3","5","1","3","1","4","2","3","4","3","2","5","3","4","2","3","3","5","5","3737","4242","3590","1617","1795","1456","1875","2079","3151","1689","2408","3008","1431","3067","2985","1744","1393","1147","1128","1827","1464","2812","1316","2780","1898","1282","1590","3030","1257","1528","4420","4065","3868","1878","2286","2112","1434","17596","1783","12383","1009","4882","2288","2167","3578","2207","3849","2076","6550","1176","2018-05-26 05:52:33","1440","900","8","147","10","12","GB","53.2","-2.9167"
"3","3","2","3","3","3","3","4","3","4","4","2","4","2","4","4","3","3","4","3","2","4","3","4","2","4","2","4","4","3","3","3","3","4","2","4","3","3","3","2","3","2","4","2","4","2","4","3","4","4","7013","527","3054","3533","3088","1989","2617","8496","10427","5780","1975","2291","1679","2825","1727","2283","3344","2915","1671","2200","10264","8203","2213","2271","3377","2148","3495","1856","2240","3175","2634","3215","2682","3411","2801","2226","4337","2592","2137","2365","3354","1995","1511","2868","1494","2045","2075","2698","2471","2019","2018-05-26 05:54:32","412","846","4","161","10","1","SG","1.2931","103.8558"
"2","3","4","3","2","3","2","2","3","4","1","3","4","3","1","1","2","1","1","3","3","4","1","3","4","4","4","2","3","4","5","1","5","1","4","1","5","2","5","4","4","1","3","3","4","3","4","4","4","3","5494","1350","3182","2159","4991","2318","2843","2750","4966","3542","25723","3010","1314","9610","2034","3239","2401","2746","1965","7662","13464","5388","5203","3444","1501","3180","4161","5128","1773","3587","2818","5616","4903","5026","4533","4140","1472","4257","1948","2572","2997","3901","4826","7673","1665","3225","2474","1598","2423","1481","2018-05-26 05:54:38","768","1024","43","211","10","1","BE","50.85","4.35"
"4","3","4","2","3","1","2","2","5","3","1","4","2","4","2","2","2","2","2","2","2","2","1","4","2","5","4","3","4","4","4","3","4","1","2","4","4","1","4","4","5","1","3","1","4","2","5","5","3","4","8596","2801","2180","2541","2265","3690","3334","3667","2386","3623","3522","2637","6248","2800","2200","2251","2688","2363","2570","1650","3240","2483","13076","2583","4628","3378","3256","4335","2241","2411","3407","3648","3556","2656","2524","3331","3203","2983","2810","2214","3646","2927","2126","2521","1959","5555","2188","2352","4908","1955","2018-05-26 05:56:22","360","640","17","167","10","1","IL","31.5","34.75"
